id,institutionCode,collectionCode,ownerInstitutionCode,basisOfRecord,occurrenceID,catalogNumber,otherCatalogNumbers,higherClassification,kingdom,phylum,class,order,family,scientificName,taxonID,scientificNameAuthorship,genus,subgenus,specificEpithet,verbatimTaxonRank,infraspecificEpithet,taxonRank,identifiedBy,dateIdentified,identificationReferences,identificationRemarks,taxonRemarks,identificationQualifier,typeStatus,recordedBy,associatedCollectors,recordNumber,eventDate,year,month,day,startDayOfYear,endDayOfYear,verbatimEventDate,occurrenceRemarks,habitat,substrate,verbatimAttributes,fieldNumber,eventID,informationWithheld,dataGeneralizations,dynamicProperties,associatedOccurrences,associatedSequences,associatedTaxa,reproductiveCondition,establishmentMeans,cultivationStatus,lifeStage,sex,individualCount,preparations,country,stateProvince,county,municipality,locality,locationRemarks,localitySecurity,localitySecurityReason,decimalLatitude,decimalLongitude,geodeticDatum,coordinateUncertaintyInMeters,verbatimCoordinates,georeferencedBy,georeferenceProtocol,georeferenceSources,georeferenceVerificationStatus,georeferenceRemarks,minimumElevationInMeters,maximumElevationInMeters,minimumDepthInMeters,maximumDepthInMeters,verbatimDepth,verbatimElevation,disposition,language,observerUid,processingStatus,duplicateQuantity,labelProject,recordEnteredBy,dateEntered,dateLastModified,modified,sourcePrimaryKey.dbpk,recordID,references
874602,UCSB,IZC,,PreservedSpecimen,156f591d-5f2b-458d-aace-d5732eae8ec0,UCSB-IZC00015098,,,,,,,,,NA,,,,,,,,,,,,,,,,,,,NA,NA,NA,NA,NA,,,,,,,NA,NA,,,NA,NA,,,NA,NA,,,NA,,,,,,,,0,,NA,NA,,NA,,,,,,,NA,NA,NA,NA,NA,,,NA,NA,unprocessed,NA,,,4/22/22 11:09,4/22/22 11:09,4/22/22 11:09,NA,urn:uuid:156f591d-5f2b-458d-aace-d5732eae8ec0,https://serv.biokic.asu.edu/ecdysis/collections/individual/index.php?occid=874602
828304,UCSB,IZC,,PreservedSpecimen,d9b72787-5b67-45dc-83eb-5b289dc324cb,UCSB-IZC00000646,,Animalia|Arthropoda|Hexapoda|Insecta|Pterygota|Neoptera|Hymenoptera|Apocrita|Aculeata|Apoidea|Halictidae|Halictinae|Halictini|Agapostemon,Animalia,Arthropoda,Insecta,Hymenoptera,Halictidae,Agapostemon texanus,233806,"Cresson, 1872",Agapostemon,,texanus,,,Species,,,,,,,,,,,,NA,NA,NA,NA,NA,19-May,,,,,,NA,NA,,,NA,NA,,,NA,NA,Adult,Male,1,Pinned,United States,California,Santa Barbara,Isla Vista,Isla Vista,,0,,34.413329,-119.860972,WGS84,1797,,seltmann (2022-05-05 15:06:45),,georef batch tool 2022-05-05; GeoLocate,reviewed - high confidence,,NA,NA,NA,NA,NA,,,NA,NA,,NA,,seltmann,2/15/22 18:40,5/5/22 15:06,12/28/20 12:48,100238,urn:uuid:fb784575-87d9-476c-9636-ca501478f48f,https://serv.biokic.asu.edu/ecdysis/collections/individual/index.php?occid=828304
828329,UCSB,IZC,,PreservedSpecimen,1544d222-b03b-4282-900b-4fd2f8d9fdf3,UCSB-IZC00005582,,Animalia|Arthropoda|Hexapoda|Insecta|Pterygota|Neoptera|Hymenoptera|Apocrita|Aculeata|Apoidea|Halictidae|Halictinae|Augochlorini|Augochloropsis,Animalia,Arthropoda,Insecta,Hymenoptera,Halictidae,Augochloropsis metallica,236470,"(Fabricius, 1793)",Augochloropsis,,metallica,,,Species,Jamie Pawelek,2017,,,,,,A. M. Wenner,,,6/26/59,1959,6,26,177,NA,26-Jun-59,,,,,,NA,NA,,,NA,NA,,,NA,NA,Adult,Female,1,Pinned,United States,Michigan,Livingston,,E.S George Reserve,,0,,NA,NA,,NA,,,,,,,NA,NA,NA,NA,NA,,,NA,NA,,NA,,seltmann,2/15/22 18:40,2/15/22 18:41,12/28/20 12:48,100263,urn:uuid:b88bb182-1e09-417e-94e7-ca5f510191c8,https://serv.biokic.asu.edu/ecdysis/collections/individual/index.php?occid=828329
828333,UCSB,IZC,,PreservedSpecimen,0078adc4-0e46-41b0-b357-245c0d114351,UCSB-IZC00005586,,Animalia|Arthropoda|Hexapoda|Insecta|Pterygota|Neoptera|Hymenoptera|Apocrita|Aculeata|Apoidea|Halictidae|Halictinae|Augochlorini|Augochlorella,Animalia,Arthropoda,Insecta,Hymenoptera,Halictidae,Augochlorella pomoniella,236371,"(Cockerell, 1915)",Augochlorella,,pomoniella,,,Species,Jamie Pawelek,2017,,,,,,,,,5/31/76,1976,5,31,152,NA,5/31/76,,,,,,NA,NA,,,NA,NA,,,NA,NA,Adult,,1,Pinned,United States,California,Monterey,,Arroyo Seco,,0,,NA,NA,,NA,,,,,,,NA,NA,NA,NA,NA,,,NA,NA,,NA,,seltmann,2/15/22 18:40,2/15/22 18:41,12/28/20 12:48,100267,urn:uuid:ebd6dbab-0cb5-44bd-9b1e-f7dceb4d5d67,https://serv.biokic.asu.edu/ecdysis/collections/individual/index.php?occid=828333
828334,UCSB,IZC,,PreservedSpecimen,67b222b6-73f2-4057-b33e-a176265b9d46,UCSB-IZC00005587,,Animalia|Arthropoda|Hexapoda|Insecta|Pterygota|Neoptera|Hymenoptera|Apocrita|Aculeata|Apoidea|Halictidae|Halictinae|Halictini|Agapostemon,Animalia,Arthropoda,Insecta,Hymenoptera,Halictidae,Agapostemon texanus,233806,"Cresson, 1872",Agapostemon,,texanus,,,Species,Jamie Pawelek,2017,,,,,,Jason Garland,,,2016-06-00,2016,6,0,NA,NA,Jun-16,,,,,,NA,NA,,,NA,NA,,,NA,NA,Adult,Female,1,Pinned,United States,California,Santa Barbara,Goleta,UCSB Lagoon,,0,,34.4059,-119.8434,WGS84,10,,,,,,,NA,NA,NA,NA,NA,,,NA,NA,,NA,,seltmann,2/15/22 18:40,2/15/22 18:41,12/28/20 12:48,100268,urn:uuid:fe4c53db-8dcf-413d-9691-4c824a651833,https://serv.biokic.asu.edu/ecdysis/collections/individual/index.php?occid=828334
828335,UCSB,IZC,,PreservedSpecimen,bef30e9b-90c2-4d37-a4f3-c17cde909980,UCSB-IZC00005588,,Animalia|Arthropoda|Hexapoda|Insecta|Pterygota|Neoptera|Hymenoptera|Apocrita|Aculeata|Apoidea|Halictidae|Halictinae|Halictini|Agapostemon,Animalia,Arthropoda,Insecta,Hymenoptera,Halictidae,Agapostemon texanus,233806,"Cresson, 1872",Agapostemon,,texanus,,,Species,Jamie Pawelek,2017,,,,,,Cynthia Ibarra,,,6/20/16,2016,6,20,172,NA,6/20/16,,,,,,NA,NA,,,NA,NA,,,NA,NA,Adult,Male,1,Pinned,United States,California,Santa Barbara,,UCSB West Campus Lagoon,,0,,34.408742,-119.849144,,NA,,,,,,,NA,NA,NA,NA,NA,,,NA,NA,,NA,,seltmann,2/15/22 18:40,2/15/22 18:41,12/28/20 12:48,100269,urn:uuid:1298b749-d077-4d77-9150-24871b5b2c95,https://serv.biokic.asu.edu/ecdysis/collections/individual/index.php?occid=828335
828339,UCSB,IZC,,PreservedSpecimen,2fa987eb-1f99-4fb7-b7e6-e4dc0ede8ca5,UCSB-IZC00005593,,Animalia|Arthropoda|Hexapoda|Insecta|Pterygota|Neoptera|Hymenoptera|Apocrita|Aculeata|Apoidea|Halictidae|Halictinae|Halictini|Agapostemon,Animalia,Arthropoda,Insecta,Hymenoptera,Halictidae,Agapostemon texanus,233806,"Cresson, 1872",Agapostemon,,texanus,,,Species,Jamie Pawelek,2017,,,,,,,,,8/10/36,1936,8,10,223,NA,VIII-10-1936,,,,,,NA,NA,,,NA,NA,,,NA,NA,Adult,Male,1,Pinned,United States,Michigan,Cheboygan,,Douglas Lake,,0,,NA,NA,,NA,,,,,,,NA,NA,NA,NA,NA,,,NA,NA,,NA,,seltmann,2/15/22 18:40,2/15/22 18:41,12/28/20 12:48,100273,urn:uuid:577407ea-bb9d-4b24-8b56-f0077bf60026,https://serv.biokic.asu.edu/ecdysis/collections/individual/index.php?occid=828339
828340,UCSB,IZC,,PreservedSpecimen,c938d77a-e3e3-41e3-9401-6fa20e169276,UCSB-IZC00005594,,Animalia|Arthropoda|Hexapoda|Insecta|Pterygota|Neoptera|Hymenoptera|Apocrita|Aculeata|Apoidea|Halictidae|Halictinae|Halictini|Agapostemon,Animalia,Arthropoda,Insecta,Hymenoptera,Halictidae,Agapostemon texanus,233806,"Cresson, 1872",Agapostemon,,texanus,,,Species,,,,,,,,,,,,NA,NA,NA,NA,NA,,,,,,,NA,NA,,,NA,NA,,,NA,NA,Adult,,1,Pinned,United States,California,Santa Barbara,,Santa Cruz Island,Specimen came with the Santa Cruz Island collection all of specimens collected on the island,0,,34.008126,-119.724201,WGS84,20754,,rbehm (2018-09-17 15:29:17),,georef batch tool 2018-09-17; GeoLocate,reviewed - high confidence,,NA,NA,NA,NA,NA,,,NA,NA,,NA,,seltmann,2/15/22 18:40,2/15/22 18:41,12/28/20 12:48,100274,urn:uuid:7f2c3b15-c94b-40d6-966e-7a57ba984d22,https://serv.biokic.asu.edu/ecdysis/collections/individual/index.php?occid=828340
828345,UCSB,IZC,,PreservedSpecimen,38ba93c5-c560-4dea-afe0-6abbea8f6fd1,UCSB-IZC00005600,,Animalia|Arthropoda|Hexapoda|Insecta|Pterygota|Neoptera|Hymenoptera|Apocrita|Aculeata|Apoidea|Halictidae|Halictinae|Halictini|Agapostemon,Animalia,Arthropoda,Insecta,Hymenoptera,Halictidae,Agapostemon texanus,233806,"Cresson, 1872",Agapostemon,,texanus,,,Species,Jamie Pawelek,2017,,,,,,Maribel Lopez,,,4/10/16,2016,4,10,101,NA,4/10/16,,,,,,NA,NA,,,NA,NA,,,NA,NA,Adult,Female,1,Pinned,United States,California,Ventura,Ojai,Ojai,,0,,34.4251,-119.297,,10,,,,Google Earth,,,NA,NA,NA,NA,NA,,,NA,NA,,NA,,seltmann,2/15/22 18:40,2/15/22 18:41,12/28/20 12:48,100279,urn:uuid:7334a183-de04-4325-a578-31c0a1354a7e,https://serv.biokic.asu.edu/ecdysis/collections/individual/index.php?occid=828345
828346,UCSB,IZC,,PreservedSpecimen,5eba78ee-bbda-4272-a14d-499eaaca2593,UCSB-IZC00005601,,Animalia|Arthropoda|Hexapoda|Insecta|Pterygota|Neoptera|Hymenoptera|Apocrita|Aculeata|Apoidea|Halictidae|Halictinae|Halictini|Agapostemon,Animalia,Arthropoda,Insecta,Hymenoptera,Halictidae,Agapostemon texanus,233806,"Cresson, 1872",Agapostemon,,texanus,,,Species,Jamie Pawelek,,,,,,,,,,,NA,NA,NA,NA,NA,,"locality information not on label, likely collected in Santa Barbara County, California USA",,,,,NA,NA,,,NA,NA,,,NA,NA,Adult,Female,1,Pinned,,,,,,"locality information not on label, likely collected in Santa Barbara County, California USA",0,,NA,NA,,NA,,,,,,,NA,NA,NA,NA,NA,,,NA,NA,,NA,,seltmann,2/15/22 18:40,2/15/22 18:41,12/28/20 12:48,100280,urn:uuid:dd598f17-8945-4d91-9f1f-eea2c309d520,https://serv.biokic.asu.edu/ecdysis/collections/individual/index.php?occid=828346
828348,UCSB,IZC,,PreservedSpecimen,3de7811e-1169-4fe9-a451-59ba9c653449,UCSB-IZC00005603,,Animalia|Arthropoda|Hexapoda|Insecta|Pterygota|Neoptera|Hymenoptera|Apocrita|Aculeata|Apoidea|Halictidae|Halictinae|Halictini|Agapostemon,Animalia,Arthropoda,Insecta,Hymenoptera,Halictidae,Agapostemon texanus,233806,"Cresson, 1872",Agapostemon,,texanus,,,Species,Jamie Pawelek,2017,,,,,,,,,5/17/84,1984,5,17,138,NA,5/17/84,,,,,,NA,NA,,,NA,NA,,,NA,NA,Adult,Male,1,Pinned,United States,California,Santa Barbara,,"University of California, Santa Barbara",,0,,NA,NA,,NA,,,,,,,NA,NA,NA,NA,NA,,,NA,NA,,NA,,seltmann,2/15/22 18:40,2/15/22 18:41,12/28/20 12:48,100282,urn:uuid:637856ae-6e7f-44b8-834d-24c473382560,https://serv.biokic.asu.edu/ecdysis/collections/individual/index.php?occid=828348
828354,UCSB,IZC,,PreservedSpecimen,7282b4fa-bcaa-49d1-91c3-3ff2c0bb7e37,UCSB-IZC00005612,,Animalia|Arthropoda|Hexapoda|Insecta|Pterygota|Neoptera|Hymenoptera|Apocrita|Aculeata|Apoidea|Halictidae|Halictinae|Halictini|Agapostemon,Animalia,Arthropoda,Insecta,Hymenoptera,Halictidae,Agapostemon texanus,233806,"Cresson, 1872",Agapostemon,,texanus,,,Species,Jamie Pawelek,2017,,,,,,,,,,NA,NA,NA,NA,NA,,,,,,,NA,NA,,,NA,NA,,,NA,NA,Adult,,1,Pinned,United States,California,Santa Barbara,,Santa Cruz Island,Specimen came with the Santa Cruz Island collection all of specimens collected on the island,0,,34.008126,-119.724201,WGS84,20754,,rbehm (2018-09-17 15:29:17),,georef batch tool 2018-09-17; GeoLocate,reviewed - high confidence,,NA,NA,NA,NA,NA,,,NA,NA,,NA,,seltmann,2/15/22 18:40,2/15/22 18:41,12/28/20 12:48,100288,urn:uuid:d414723a-0f88-4753-9fab-6e5dc2236d6a,https://serv.biokic.asu.edu/ecdysis/collections/individual/index.php?occid=828354
828358,UCSB,IZC,,PreservedSpecimen,00b4a03c-af11-49c5-8ba1-315825dd7beb,UCSB-IZC00005618,,Animalia|Arthropoda|Hexapoda|Insecta|Pterygota|Neoptera|Hymenoptera|Apocrita|Aculeata|Apoidea|Halictidae|Halictinae|Halictini|Agapostemon,Animalia,Arthropoda,Insecta,Hymenoptera,Halictidae,Agapostemon texanus,233806,"Cresson, 1872",Agapostemon,,texanus,,,Species,Jamie Pawelek,2017,,,,,,Kai Wilmsen,,,6/21/16,2016,6,21,173,NA,6/21/16,,,,,,NA,NA,,,NA,NA,visitsFlowersOf: Calystegia macrostegia subsp. macrostegia,,NA,NA,Adult,Male,1,Pinned,United States,California,Santa Barbara,,UCSB West Lagoon,,0,,34.4058,-119.8456,,10,,,,GPS,,,3,NA,NA,NA,NA,,,NA,NA,,NA,,seltmann,2/15/22 18:40,2/15/22 18:41,12/28/20 12:48,100292,urn:uuid:7ec671d0-a03e-4c61-b0e7-264aa3999fa1,https://serv.biokic.asu.edu/ecdysis/collections/individual/index.php?occid=828358
828360,UCSB,IZC,,PreservedSpecimen,e3b8195d-47b1-456f-8033-65ac257dce3e,UCSB-IZC00005621,,Animalia|Arthropoda|Hexapoda|Insecta|Pterygota|Neoptera|Hymenoptera|Apocrita|Aculeata|Apoidea|Halictidae|Halictinae|Halictini|Agapostemon,Animalia,Arthropoda,Insecta,Hymenoptera,Halictidae,Agapostemon texanus,233806,"Cresson, 1872",Agapostemon,,texanus,,,Species,Jamie Pawelek,2017,,,,,,Sean Brannan,,,6/20/16,2016,6,20,172,NA,6/20/16,,,,,,NA,NA,,,NA,NA,,,NA,NA,Adult,Male,1,Pinned,United States,California,Santa Barbara,,UCSB West Lagoon,,0,,34.4051,-119.8453,,10,,,,,,,3,NA,NA,NA,NA,,,NA,NA,,NA,,seltmann,2/15/22 18:40,2/15/22 18:41,12/28/20 12:48,100294,urn:uuid:45bf39bb-af19-4db1-800f-d1d0c4ce7fde,https://serv.biokic.asu.edu/ecdysis/collections/individual/index.php?occid=828360
828361,UCSB,IZC,,PreservedSpecimen,1cfaa4ab-06d7-4bf8-a8c3-771f06bca734,UCSB-IZC00005622,,Animalia|Arthropoda|Hexapoda|Insecta|Pterygota|Neoptera|Hymenoptera|Apocrita|Aculeata|Apoidea|Halictidae|Halictinae|Halictini|Agapostemon,Animalia,Arthropoda,Insecta,Hymenoptera,Halictidae,Agapostemon texanus,233806,"Cresson, 1872",Agapostemon,,texanus,,,Species,Jamie Pawelek,2017,,,,,,Nathaniel Mooi,,,6/21/16,2016,6,21,173,NA,6/21/16,,,,,,NA,NA,,,NA,NA,,,NA,NA,Adult,Male,1,Pinned,United States,California,Santa Barbara,,UCSB West Lagoon,,0,,34.4075,-119.8937,,10,,,,GPS,,,NA,NA,NA,NA,NA,,,NA,NA,,NA,,seltmann,2/15/22 18:40,2/15/22 18:41,12/28/20 12:48,100295,urn:uuid:a6c333c7-5879-40fb-a389-9e978905ef0c,https://serv.biokic.asu.edu/ecdysis/collections/individual/index.php?occid=828361
828362,UCSB,IZC,,PreservedSpecimen,487edd07-ae72-4f4a-8a02-2445ea610f46,UCSB-IZC00005623,,Animalia|Arthropoda|Hexapoda|Insecta|Pterygota|Neoptera|Hymenoptera|Apocrita|Aculeata|Apoidea|Halictidae|Halictinae|Augochlorini|Augochlorella,Animalia,Arthropoda,Insecta,Hymenoptera,Halictidae,Augochlorella pomoniella,236371,"(Cockerell, 1915)",Augochlorella,,pomoniella,,,Species,Jamie Pawelek,2017,,,,,,,,,1982-00-05,1982,0,5,NA,NA,,,,,,,NA,NA,,,NA,NA,,,NA,NA,Adult,Female,1,Pinned,United States,California,Santa Barbara,Santa Barbara,"University of California, Santa Barbara",,0,,34.412534,-119.847305,WGS84,722,,rbehm (2018-09-28 15:54:55),,georef batch tool 2018-09-28; GeoLocate,reviewed - high confidence,,NA,NA,NA,NA,NA,,,NA,NA,,NA,,Acervera,2/15/22 18:40,2/15/22 18:41,12/28/20 12:48,100296,urn:uuid:46ec32d1-73ff-4626-94de-da52625c872e,https://serv.biokic.asu.edu/ecdysis/collections/individual/index.php?occid=828362
828363,UCSB,IZC,,PreservedSpecimen,70e93a74-97aa-43f3-9e31-f986ea536116,UCSB-IZC00005624,,Animalia|Arthropoda|Hexapoda|Insecta|Pterygota|Neoptera|Hymenoptera|Apocrita|Aculeata|Apoidea|Halictidae|Halictinae|Halictini|Agapostemon,Animalia,Arthropoda,Insecta,Hymenoptera,Halictidae,Agapostemon texanus,233806,"Cresson, 1872",Agapostemon,,texanus,,,Species,Jamie Pawelek,2017,,,,,,UCSB Arthropod Survey,,,7/28/16,2016,7,28,210,NA,28 July 2016-29 July 2016,,"Annual grass, before restoration",,,AG-YPT-03,NA,NA,,,NA,NA,,,NA,NA,Adult,Female,1,Pinned,United States,California,Santa Barbara,Goleta,UCSB North Campus Open Space,,0,,34.41894672,-119.8791519,WGS84,10,,,,GPS,,Entered coordinates from GPS and may differ from what is on label. Uploaded from spreadsheet.,NA,NA,NA,NA,NA,,,NA,NA,,NA,,entan,2/15/22 18:40,2/15/22 18:41,12/28/20 12:48,100297,urn:uuid:f8e565cf-d223-43b9-b243-0888d650fc5a,https://serv.biokic.asu.edu/ecdysis/collections/individual/index.php?occid=828363
828364,UCSB,IZC,,PreservedSpecimen,a24a8d75-f151-4f86-981a-2e19322df9f4,UCSB-IZC00005625,,Animalia|Arthropoda|Hexapoda|Insecta|Pterygota|Neoptera|Hymenoptera|Apocrita|Aculeata|Apoidea|Halictidae|Halictinae|Halictini|Agapostemon,Animalia,Arthropoda,Insecta,Hymenoptera,Halictidae,Agapostemon texanus,233806,"Cresson, 1872",Agapostemon,,texanus,,,Species,Jamie Pawelek,2017,,,,,,,,,6/19/05,2005,6,19,170,NA,,,,,Bee #3,,NA,NA,,,NA,NA,,,NA,NA,Adult,Female,1,Pinned,United States,California,Santa Barbara,,Santa Cruz Island,"Locality not specified, likely Santa Cruz Island because of label",0,,NA,NA,,NA,,,,,,,NA,NA,NA,NA,NA,,,NA,NA,,NA,,vchan96,2/15/22 18:40,2/15/22 18:41,12/28/20 12:48,100298,urn:uuid:77ae827d-9ae5-4594-b2f4-d426c1ef2b16,https://serv.biokic.asu.edu/ecdysis/collections/individual/index.php?occid=828364
828366,UCSB,IZC,,PreservedSpecimen,bd3124e3-6801-43e5-9161-07419a02838c,UCSB-IZC00005627,,Animalia|Arthropoda|Hexapoda|Insecta|Pterygota|Neoptera|Hymenoptera|Apocrita|Aculeata|Apoidea|Halictidae|Halictinae|Halictini|Agapostemon,Animalia,Arthropoda,Insecta,Hymenoptera,Halictidae,Agapostemon texanus,233806,"Cresson, 1872",Agapostemon,,texanus,,,Species,Jamie Pawelek,2017,,,,,,,,,6/3/37,1937,6,3,154,NA,,,,,,,NA,NA,,,NA,NA,,,NA,NA,Adult,Female,1,Pinned,United States,California,Santa Barbara,Santa Barbara,"University of California, Santa Barbara",,0,,34.412534,-119.847305,WGS84,722,,rbehm (2018-09-28 15:54:55),,georef batch tool 2018-09-28; GeoLocate,reviewed - high confidence,,NA,NA,NA,NA,NA,,,NA,NA,,NA,,entan,2/15/22 18:40,2/15/22 18:41,12/28/20 12:48,100300,urn:uuid:683a6e04-2ca6-4fdb-8c06-838fd2df525e,https://serv.biokic.asu.edu/ecdysis/collections/individual/index.php?occid=828366
828370,UCSB,IZC,,PreservedSpecimen,03de35a9-f05f-4f9f-b614-5180aa1cf0b1,UCSB-IZC00005632,,Animalia|Arthropoda|Hexapoda|Insecta|Pterygota|Neoptera|Hymenoptera|Apocrita|Aculeata|Apoidea|Halictidae|Halictinae|Halictini|Agapostemon,Animalia,Arthropoda,Insecta,Hymenoptera,Halictidae,Agapostemon texanus,233806,"Cresson, 1872",Agapostemon,,texanus,,,Species,Jamie Pawelek,2017,,,,,,Kristina Lopez,,,6/27/16,2016,6,27,179,NA,,,,,,,NA,NA,,,NA,NA,,,NA,NA,Adult,,1,Pinned,United States,California,Santa Barbara,Santa Barbara,"University of California, Santa Barbara, West Lagoon",,0,,34.4076,-119.8438,WGS84,10,,,,,,,NA,NA,NA,NA,NA,,,NA,NA,,NA,,entan,2/15/22 18:40,2/15/22 18:41,12/28/20 12:48,100304,urn:uuid:5ab0717a-15b6-4bed-aabc-1bb6a6a5f7d8,https://serv.biokic.asu.edu/ecdysis/collections/individual/index.php?occid=828370
828373,UCSB,IZC,,PreservedSpecimen,cbe42854-2632-4145-9554-fca891e812ba,UCSB-IZC00005637,,Animalia|Arthropoda|Hexapoda|Insecta|Pterygota|Neoptera|Hymenoptera|Apocrita|Aculeata|Apoidea|Halictidae|Halictinae|Halictini|Agapostemon,Animalia,Arthropoda,Insecta,Hymenoptera,Halictidae,Agapostemon texanus,233806,"Cresson, 1872",Agapostemon,,texanus,,,Species,Jamie Pawelek,2017,,,,,,,,,4/19/68,1968,4,19,110,NA,,,,,,,NA,NA,,,NA,NA,,,NA,NA,Adult,female,1,Pinned,United States,California,Santa Barbara,,Santa Ynez Valley,,0,,34.584154,-120.097368,WGS84,2943,,,,GeoLocate,,,NA,NA,NA,NA,NA,,,NA,NA,,NA,,grosburgfrancot,2/15/22 18:40,2/15/22 18:41,12/28/20 12:48,100307,urn:uuid:7f54aaf6-7a26-4160-baf0-8b0f234ff778,https://serv.biokic.asu.edu/ecdysis/collections/individual/index.php?occid=828373
828374,UCSB,IZC,,PreservedSpecimen,419cea3a-14c9-47a0-a581-689ac2033622,UCSB-IZC00005639,,Animalia|Arthropoda|Hexapoda|Insecta|Pterygota|Neoptera|Hymenoptera|Apocrita|Aculeata|Apoidea|Halictidae|Halictinae|Halictini|Agapostemon,Animalia,Arthropoda,Insecta,Hymenoptera,Halictidae,Agapostemon texanus,233806,"Cresson, 1872",Agapostemon,,texanus,,,Species,Jamie Pawelek,2017,,,,,,Alain Garkanian,,,7/5/16,2016,7,5,187,NA,,,,,,,NA,NA,,,NA,NA,,,NA,NA,Adult,Female,1,Pinned,United States,California,Ventura,,Santa Clara River,,0,,34.312741,-119.095942,WGS84,NA,,seltmann (2019-05-22 11:17:47),,georef batch tool 2019-05-22; GeoLocate,reviewed - high confidence,,1,NA,NA,NA,NA,,,NA,NA,,NA,,Acervera,2/15/22 18:40,2/15/22 18:41,12/28/20 12:48,100308,urn:uuid:c9d10362-5663-4615-a2b0-cb632e71a831,https://serv.biokic.asu.edu/ecdysis/collections/individual/index.php?occid=828374
828393,UCSB,IZC,,PreservedSpecimen,4dd0856b-1f6d-402f-8f10-8c53ddc334c3,UCSB-IZC00005904,,Animalia|Arthropoda|Hexapoda|Insecta|Pterygota|Neoptera|Hymenoptera|Apocrita|Aculeata|Apoidea|Halictidae|Halictinae|Halictini|Agapostemon,Animalia,Arthropoda,Insecta,Hymenoptera,Halictidae,Agapostemon texanus,233806,"Cresson, 1872",Agapostemon,,texanus,,,Species,Jamie Pawelek,2017,,,,,,Kevin Holm,,,7/21/16,2016,7,21,203,NA,,,,,,,NA,NA,,,NA,NA,,,NA,NA,Adult,Male,1,Pinned,United States,California,Santa Barbara,Santa Barbara,"University of California, Santa Barbara Reef",,0,,34.4076,-119.8438,,NA,,,,,,,3,NA,NA,NA,NA,,,NA,NA,,NA,,Acervera,2/15/22 18:40,2/15/22 18:41,12/28/20 12:48,100327,urn:uuid:28642b1a-d6d1-47c4-91bc-4b261dfdc423,https://serv.biokic.asu.edu/ecdysis/collections/individual/index.php?occid=828393
828394,UCSB,IZC,,PreservedSpecimen,63dde6f1-377a-465c-8117-be75581b3284,UCSB-IZC00005909,,Animalia|Arthropoda|Hexapoda|Insecta|Pterygota|Neoptera|Hymenoptera|Apocrita|Aculeata|Apoidea|Halictidae|Halictinae|Augochlorini|Augochlorella,Animalia,Arthropoda,Insecta,Hymenoptera,Halictidae,Augochlorella aurata,236357,"(Smith, 1853)",Augochlorella,,aurata,,,Species,Jaime Pawelek,2017,,,,,,A. M. Wenner,,,7/21/59,1959,7,21,202,NA,,,,,,,NA,NA,,,NA,NA,,,NA,NA,Adult,,1,Pinned,United States,Michigan,Livingston,,E. S. George Reserve,,0,,42.454268,-83.997772,WGS84,3400,,entan (2019-08-29 14:30:21),,georef batch tool 2019-08-29; GeoLocate,reviewed - high confidence,,NA,NA,NA,NA,NA,,,NA,NA,,NA,,entan,2/15/22 18:40,2/15/22 18:41,4/16/21 17:39,100328,urn:uuid:4ad3a85c-668c-4e1a-8b10-e02f413801ad,https://serv.biokic.asu.edu/ecdysis/collections/individual/index.php?occid=828394
828399,UCSB,IZC,,PreservedSpecimen,5963cfb7-4d5e-4f81-93af-31180af80672,UCSB-IZC00005919,,Animalia|Arthropoda|Hexapoda|Insecta|Pterygota|Neoptera|Hymenoptera|Apocrita|Aculeata|Apoidea|Halictidae|Halictinae|Augochlorini|Augochlorella,Animalia,Arthropoda,Insecta,Hymenoptera,Halictidae,Augochlorella aurata,236357,"(Smith, 1853)",Augochlorella,,aurata,,,Species,Jaime Pawelek,2017,,,,,,A. M. Wenner,,,7/3/59,1959,7,3,184,NA,,,,,,,NA,NA,,,NA,NA,,,NA,NA,Adult,,1,Pinned,United States,Michigan,Livingston,,E. S. George Reserve,,0,,42.454268,-83.997772,WGS84,3400,,entan (2019-08-29 14:30:21),,georef batch tool 2019-08-29; GeoLocate,reviewed - high confidence,,NA,NA,NA,NA,NA,,,NA,NA,,NA,,entan,2/15/22 18:40,2/15/22 18:41,4/16/21 17:39,100333,urn:uuid:1a34b4f0-9a94-4d77-9899-7ba5bab71b96,https://serv.biokic.asu.edu/ecdysis/collections/individual/index.php?occid=828399
828409,UCSB,IZC,,PreservedSpecimen,2e986e66-8e13-4b0b-b889-0a2e522888bf,UCSB-IZC00005933,,Animalia|Arthropoda|Hexapoda|Insecta|Pterygota|Neoptera|Hymenoptera|Apocrita|Aculeata|Apoidea|Halictidae|Halictinae|Halictini|Agapostemon,Animalia,Arthropoda,Insecta,Hymenoptera,Halictidae,Agapostemon texanus,233806,"Cresson, 1872",Agapostemon,,texanus,,,Species,Jaime Pawelek,2017,,,,,,Christopher Perry,,,6/29/16,2016,6,29,181,NA,,Glass Jar,,,,,NA,NA,,,NA,NA,,,NA,NA,Adult,,1,Pinned,United States,California,Santa Barbara,Isla Vista,Isla Vista,,0,,34.413329,-119.860972,WGS84,2476,,,,GeoLocate,,,3,NA,NA,NA,NA,,,NA,NA,,NA,,entan,2/15/22 18:40,2/15/22 18:41,12/28/20 12:48,100343,urn:uuid:14d99f2b-67ad-4d14-b4ad-86981fcc3e1e,https://serv.biokic.asu.edu/ecdysis/collections/individual/index.php?occid=828409
